,diet,lat,lon,nz,site
000005726.1131736,Omnivore,-30.6,153.0,225,UBERON:tongue
000005727.1131536,Omnivore,-30.6,153.0,455,UBERON:feces
000005737.1213059,Omnivore,-31.9,115.8,223,UBERON:feces
000005738.1130478,Omnivore,-31.8,115.8,326,UBERON:feces
000005749.1213126,Omnivore,-30.5,152.9,99,UBERON:feces
000005750.1131739,Omnivore,45.7,4.8,187,UBERON:feces
000005753.1131729,Omnivore,51.3,-1.2,537,UBERON:feces
000005754.1131771,Omnivore,51.3,-1.2,455,UBERON:feces
000005755.1076260,Omnivore,41.6,0.6,4,UBERON:feces
000005756.1076293,Omnivore,41.6,0.6,256,UBERON:feces
000005757.1130216,Omnivore,52.2,5.2,226,UBERON:feces
000005761.1257470,Omnivore,52.1,0.1,706,UBERON:feces
000005762.1257456,Omnivore,52.1,0.1,600,UBERON:feces
000005763.1257232,Omnivore,52.1,0.1,517,UBERON:feces
000005764.1210742,Omnivore,53.6,9.8,298,UBERON:feces
000005765.1210779,Omnivore,53.6,9.8,299,UBERON:feces
000005766.1210661,Omnivore,53.6,9.8,173,UBERON:feces
000005767.1210750,Omnivore,53.6,9.8,314,UBERON:feces
000005768.1130164,Omnivore,50.7,4.6,351,UBERON:feces
000005770.1130024,Omnivore,50.9,4.4,478,UBERON:feces
000005771.1130120,Omnivore,50.9,4.4,284,UBERON:feces
000005776.1076333,Omnivore,32.9,-117.2,695,UBERON:feces
000005780.1076196,no_data,38.7,-121.3,296,UBERON:feces
000005782.1131679,Omnivore,47.6,-122.4,526,UBERON:feces
000005784.1076227,Omnivore,46.7,-120.5,655,UBERON:feces
000005785.1131858,Omnivore,39.2,-120.0,187,UBERON:nostril
000005786.1130067,Omnivore,39.2,-120.0,265,UBERON:skin
000005787.1130328,Omnivore,39.2,-120.0,115,UBERON:hair follicle
000005788.1130028,Omnivore,39.2,-120.0,3,UBERON:hand
000005789.1131631,Omnivore,39.2,-120.0,141,UBERON:tongue
000005790.1131563,Omnivore,39.2,-120.0,324,UBERON:feces
000005791.1131521,Omnivore,39.2,-120.0,319,UBERON:feces
000005792.1076331,Omnivore but no red meat,37.5,-122.4,238,UBERON:feces
000005799.1076278,Omnivore,41.2,-73.8,161,UBERON:feces
000005801.fixed686,Omnivore,41.0,-74.7,313,UBERON:feces
000005802.fixed683,Omnivore,41.0,-74.7,362,UBERON:feces
000005803.fixed684,Omnivore,41.0,-74.7,407,UBERON:feces
000005804.1210662,Vegetarian but eat seafood,47.2,-122.5,315,UBERON:feces
000005805.1130034,Omnivore,43.0,-89.5,442,UBERON:feces
000005806.1130526,Omnivore,43.0,-89.5,257,UBERON:tongue
000005807.1053929,Vegetarian but eat seafood,43.1,-77.6,522,UBERON:feces
000005809.1130260,Omnivore,37.7,-121.9,656,UBERON:feces
000005810.1130481,Omnivore,48.3,11.2,205,UBERON:feces
000005811.1076419,Omnivore,40.8,-74.0,507,UBERON:feces
000005812.1053866,Vegetarian but eat seafood,40.8,-74.0,270,UBERON:tongue
000005813.1053868,Omnivore,40.8,-74.0,272,UBERON:tongue
000005814.1131681,Vegetarian but eat seafood,40.8,-74.0,440,UBERON:feces
000005824.1076392,Omnivore,45.3,-93.0,275,UBERON:feces
000005825.1076380,Omnivore,45.3,-93.0,358,UBERON:feces
000005834.1076478,Vegetarian but eat seafood,29.5,-98.4,400,UBERON:feces
000005835.1076274,Vegetarian but eat seafood,29.5,-98.4,68,UBERON:feces
000005839.1131898,Omnivore,43.0,-88.0,501,UBERON:feces
000005840.1076354,Omnivore,38.1,-97.9,497,UBERON:feces
000005841.1076304,Omnivore,38.1,-97.9,209,UBERON:feces
000005842.1053815,Omnivore,38.1,-97.9,342,UBERON:tongue
000005843.1131575,Omnivore,38.1,-97.9,258,UBERON:tongue
000005844.1131797,Omnivore,40.0,-105.3,234,UBERON:feces
000005845.1131883,Omnivore,40.0,-105.3,510,UBERON:feces
000005846.1131690,Omnivore,40.0,-105.3,444,UBERON:feces
000005848.1210611,Omnivore,36.3,-115.3,369,UBERON:feces
000005849.1076251,Omnivore,37.4,-122.1,464,UBERON:feces
000005850.1076190,Omnivore,37.4,-122.1,375,UBERON:feces
000005851.fixed282,Omnivore,42.4,-76.5,454,UBERON:feces
000005867.1283125,Omnivore but no red meat,39.1,-84.4,562,UBERON:feces
000005870.1130485,Omnivore,43.1,-77.5,354,UBERON:feces
000005871.1130499,Omnivore,43.1,-77.5,8,UBERON:feces
000005873.1210597,Omnivore,47.6,-122.1,88,UBERON:feces
000005875.1210821,Omnivore,47.6,-122.1,86,UBERON:feces
000005878.1210571,Omnivore,47.6,-122.1,119,UBERON:feces
000005879.1130304,Omnivore,42.3,-71.1,6,UBERON:feces
000005880.1130319,Omnivore,-33.9,150.9,346,UBERON:feces
000005884.1076431,Omnivore but no red meat,41.5,-81.6,592,UBERON:feces
000005885.1076270,Omnivore but no red meat,37.9,-122.1,346,UBERON:feces
000005887.1131750,Omnivore,34.1,-118.5,475,UBERON:feces
000005889.1053949,Omnivore,33.9,-118.4,376,UBERON:feces
000005890.1130009,Omnivore,39.0,-77.1,8,UBERON:hand
000005891.1131624,Omnivore,39.0,-77.1,287,UBERON:tongue
000005892.1053892,Omnivore,39.0,-77.1,16,UBERON:feces
000005892.1130278,Omnivore,39.0,-77.1,264,UBERON:feces
000005893.1131687,Vegetarian but eat seafood,40.0,-105.3,435,UBERON:feces
000005897.1257471,Omnivore,32.8,-117.0,171,UBERON:feces
000005900.1131953,Omnivore,37.8,-122.5,492,UBERON:feces
000005901.1053781,Omnivore,38.9,-77.0,254,UBERON:tongue
000005902.1076268,Omnivore,38.9,-77.0,511,UBERON:feces
000005903.1076379,Omnivore,27.2,-80.3,198,UBERON:feces
000005907.1131827,Vegetarian but eat seafood,42.0,-87.7,523,UBERON:feces
000005910.1076232,Vegetarian,46.7,-117.2,369,UBERON:feces
000005911.1131836,Vegetarian,46.7,-117.2,143,UBERON:tongue
000005914.1257189,Omnivore,36.0,-86.8,521,UBERON:feces
000005915.1053722,Omnivore but no red meat,43.3,-71.1,453,UBERON:feces
000005916.1076402,Omnivore,25.8,-80.1,649,UBERON:feces
000005918.1131765,Vegan,42.4,-76.5,119,UBERON:feces
000005920.1131568,Omnivore,30.0,-90.0,351,UBERON:feces
000005921.1131947,Omnivore,30.0,-90.0,220,UBERON:tongue
000005924.1131540,Omnivore,45.5,-122.7,397,UBERON:feces
000005927.1131701,Omnivore,35.6,-82.6,638,UBERON:feces
000005928.1053871,Omnivore,35.6,-82.6,613,UBERON:feces
000005929.1053758,Omnivore,42.4,-71.1,664,UBERON:feces
000005930.1131685,Omnivore,42.4,-71.1,194,UBERON:feces
000005931.1053940,Omnivore,42.4,-71.1,535,UBERON:feces
000005935.1053827,Omnivore,41.7,-71.3,5,UBERON:feces
000005936.1131959,Omnivore but no red meat,28.0,-82.7,216,UBERON:feces
000005937.1131547,Omnivore but no red meat,28.0,-82.7,1,UBERON:feces
000005937.1210618,Omnivore but no red meat,28.0,-82.7,196,UBERON:feces
000005938.1076475,Omnivore,30.7,-96.3,409,UBERON:feces
000005939.1131557,Omnivore,41.9,-70.9,210,UBERON:feces
000005945.1076471,Omnivore,42.0,-71.4,356,UBERON:feces
000005946.1131916,Omnivore,41.7,-81.3,157,UBERON:tongue
000005948.1130006,Vegan,41.6,-4.8,648,UBERON:feces
000005953.1283116,Omnivore,42.3,-71.1,499,UBERON:feces
000005954.1076427,Omnivore but no red meat,43.6,-116.2,197,UBERON:feces
000005957.1130025,Omnivore,51.4,5.5,625,UBERON:feces
000005960.1210741,Omnivore,41.0,-73.7,331,UBERON:feces
000005965.1131938,Omnivore,42.0,-87.7,520,UBERON:feces
000005966.1131848,Omnivore,42.0,-87.7,151,UBERON:feces
000005967.1130099,Omnivore,32.8,-117.0,379,UBERON:feces
000005970.1131855,Omnivore,33.0,-96.8,157,UBERON:feces
000005971.1131880,Omnivore but no red meat,47.0,-122.9,352,UBERON:feces
000005972.1210790,Omnivore,-37.8,145.0,180,UBERON:tongue
000005973.1213047,Omnivore,-37.8,145.0,473,UBERON:feces
000005974.1261673,Omnivore,51.4,-0.4,813,UBERON:feces
000005981.1131913,Vegetarian,47.0,-123.8,743,UBERON:feces
000005982.1257183,Omnivore,40.8,-73.4,226,UBERON:feces
000005983.1131709,Omnivore,30.4,-97.7,333,UBERON:feces
000005986.1130450,Omnivore but no red meat,34.1,-118.3,425,UBERON:feces
000005987.1130375,Omnivore,40.7,-73.5,530,UBERON:feces
000005989.1131512,Omnivore,33.1,-86.9,592,UBERON:feces
000005990.1131759,Omnivore,43.1,-77.6,637,UBERON:feces
000005992.1131849,Omnivore,33.6,-117.7,428,UBERON:feces
000005997.1131572,Omnivore,46.5,-87.4,397,UBERON:feces
000005999.1131541,Omnivore,42.5,-72.6,430,UBERON:feces
000006000.1210732,Omnivore,39.7,-121.8,623,UBERON:feces
000006001.1131648,Omnivore,34.1,-118.2,103,UBERON:feces
000006004.1213093,Omnivore,38.7,-90.4,452,UBERON:feces
000006007.1130105,Omnivore,29.5,-95.1,176,UBERON:feces
000006009.1053723,Omnivore,35.4,-82.5,323,UBERON:feces
000006014.1210672,Omnivore,33.9,-118.4,279,UBERON:feces
000006017.1210579,Omnivore,39.8,-105.0,437,UBERON:feces
000006020.1131655,Omnivore,40.8,-73.0,359,UBERON:feces
000006021.1131660,Omnivore,37.8,-122.4,248,UBERON:feces
000006026.1131720,Omnivore,41.1,-73.8,175,UBERON:feces
000006027.1262013,Omnivore,41.4,-73.2,405,UBERON:feces
000006029.fixed649,Omnivore,34.9,-86.8,457,UBERON:feces
000006030.1053830,Vegan,45.2,-93.3,794,UBERON:feces
000006034.1053823,Omnivore,61.2,-149.9,649,UBERON:feces
000006035.1130448,Omnivore,40.8,-74.2,426,UBERON:feces
000006037.1131794,Omnivore,40.6,-80.0,412,UBERON:feces
000006040.1210813,Vegetarian but eat seafood,37.6,-121.0,423,UBERON:feces
000006042.1131768,Omnivore,45.8,-108.5,747,UBERON:feces
000006044.1130160,Omnivore,40.3,-75.1,170,UBERON:feces
000006047.1130524,Omnivore,47.2,-114.1,438,UBERON:feces
000006048.1210565,Vegetarian but eat seafood,37.8,-122.4,372,UBERON:feces
000006049.1131960,Omnivore but no red meat,30.4,-97.8,669,UBERON:feces
000006050.1131603,Vegan,40.8,-74.0,248,UBERON:feces
000006052.1257144,Vegetarian but eat seafood,34.1,-118.1,692,UBERON:feces
000006053.1131699,Omnivore,45.7,-111.1,518,UBERON:feces
000006054.1257290,Omnivore,45.0,-93.2,773,UBERON:feces
000006060.fixed178,Omnivore but no red meat,34.1,-118.6,396,UBERON:feces
000006062.1212962,Vegetarian,20.8,-156.3,300,UBERON:feces
000006064.1131748,Omnivore,39.2,-84.5,479,UBERON:feces
000006065.1053734,Omnivore,45.6,-122.7,485,UBERON:feces
000006067.1257506,Omnivore,37.4,-122.2,2,UBERON:feces
000006067.1262073,Omnivore,37.4,-122.2,487,UBERON:feces
000006071.1131708,Omnivore,47.6,-122.2,422,UBERON:feces
000006072.1131834,Omnivore,33.6,-111.8,299,UBERON:feces
000006074.1130336,Vegetarian,42.4,-72.5,446,UBERON:feces
000006077.1257132,Omnivore,34.0,-118.5,151,UBERON:feces
000006078.1131730,Omnivore,38.8,-77.1,451,UBERON:feces
000006080.1131591,Omnivore,32.3,-110.8,712,UBERON:feces
000006084.1130445,Omnivore,41.8,-73.9,304,UBERON:feces
000006092.1130253,Omnivore,33.7,-118.0,332,UBERON:feces
000006098.1131577,Omnivore,37.0,-122.0,292,UBERON:feces
000006100.1131925,Omnivore,42.0,-87.7,150,UBERON:feces
000006101.fixed14,Omnivore,37.6,-122.4,451,UBERON:feces
000006104.1130200,Vegetarian but eat seafood,21.3,-157.7,231,UBERON:feces
000006105.1257481,Omnivore,43.8,-73.3,542,UBERON:feces
000006106.1131754,Omnivore,44.5,-73.2,144,UBERON:feces
000006110.1130139,Omnivore,47.7,-122.3,597,UBERON:feces
000006111.1131899,Omnivore,38.9,-77.0,1,UBERON:feces
000006111.1210671,Omnivore,38.9,-77.0,173,UBERON:feces
000006113.1053799,Omnivore,41.0,-74.0,494,UBERON:feces
000006114.1053803,Vegetarian but eat seafood,37.7,-122.4,13,UBERON:feces
000006114.1130329,Vegetarian but eat seafood,37.7,-122.4,498,UBERON:feces
000006117.1210656,Omnivore,40.7,-74.0,460,UBERON:feces
000006120.1130317,Omnivore but no red meat,41.0,-73.7,300,UBERON:feces
000006125.1130251,Vegetarian but eat seafood,34.1,-118.2,573,UBERON:feces
000006134.1131957,Omnivore but no red meat,33.5,-117.7,234,UBERON:feces
000006135.1131744,Omnivore,41.5,-71.4,503,UBERON:feces
000006619.1131670,Omnivore,41.3,-73.7,268,UBERON:feces
000006620.1131917,Omnivore,41.1,-73.5,284,UBERON:feces
000006625.1131798,Omnivore,35.6,-97.5,408,UBERON:feces
000006626.1131574,Omnivore,40.5,-74.7,504,UBERON:feces
000006628.1130519,Vegetarian,41.1,-80.1,387,UBERON:feces
000006631.1130511,Omnivore but no red meat,42.3,-71.1,430,UBERON:feces
000006634.1131683,Omnivore,40.8,-74.0,433,UBERON:feces
000006635.1131865,Omnivore,37.8,-122.5,476,UBERON:feces
000006636.1131643,Omnivore,42.5,-70.9,275,UBERON:feces
000006637.1131735,Omnivore,42.1,-87.7,622,UBERON:feces
000006641.1053782,Omnivore,45.6,-122.7,232,UBERON:feces
000006643.1213112,Omnivore,43.4,-71.5,121,UBERON:feces
000006645.1131845,Omnivore,35.1,-118.4,318,UBERON:feces
000006647.1130279,Omnivore,35.9,-106.3,607,UBERON:feces
000006650.1131956,Omnivore,30.4,-97.7,488,UBERON:feces
000006651.1053743,Omnivore,39.0,-77.1,316,UBERON:feces
000006652.1210824,Omnivore but no red meat,39.7,-105.0,438,UBERON:feces
000006653.1130147,Omnivore,40.0,-105.3,143,UBERON:feces
000006654.1130005,Omnivore,38.9,-77.1,413,UBERON:feces
000006657.1053714,Omnivore,33.9,-84.3,527,UBERON:feces
000006661.1131908,Vegetarian,35.8,-78.9,249,UBERON:feces
000006662.1131579,Omnivore,45.5,-122.7,643,UBERON:feces
000006664.1131515,Omnivore,39.3,-74.5,325,UBERON:feces
000006665.1131906,Vegetarian but eat seafood,41.9,-71.4,501,UBERON:feces
000006666.1053751,Omnivore,41.8,-75.0,534,UBERON:feces
000006668.1130334,Omnivore,30.0,-95.2,452,UBERON:feces
000006670.1131872,Vegan,32.8,-116.9,514,UBERON:feces
000006671.1210751,Omnivore but no red meat,47.6,-122.3,513,UBERON:feces
000006673.1053928,Omnivore,38.5,-121.5,397,UBERON:feces
000006675.1130181,Omnivore,37.5,-122.2,636,UBERON:feces
000006676.1053750,Omnivore,47.6,-122.7,530,UBERON:feces
000006678.1131726,Omnivore,37.4,-122.0,438,UBERON:feces
000006679.1131833,Omnivore,37.4,-122.0,177,UBERON:tongue
000006680.1257085,Omnivore,41.3,-81.9,939,UBERON:feces
000006681.1257305,Omnivore,41.3,-81.9,559,UBERON:feces
000006684.1053860,Omnivore,42.3,-71.2,579,UBERON:feces
000006685.1053901,Vegetarian but eat seafood,42.3,-71.2,457,UBERON:feces
000006688.1131539,Omnivore,42.5,-71.4,254,UBERON:feces
000006689.1130313,Omnivore,42.5,-71.4,346,UBERON:feces
000006690.1131669,Omnivore,40.7,-111.9,568,UBERON:feces
000006691.1131696,Omnivore,40.7,-111.9,140,UBERON:feces
000006694.1131921,Omnivore,43.8,-92.2,470,UBERON:feces
000006695.1131826,Omnivore,43.8,-92.2,98,UBERON:feces
000006695.1210758,Omnivore,43.8,-92.2,80,UBERON:feces
000006702.1131544,Omnivore,38.4,-82.0,177,UBERON:feces
000006703.1131838,Omnivore,38.4,-82.0,261,UBERON:feces
000006710.1131717,Omnivore,42.5,-71.8,461,UBERON:feces
000006711.1131587,Omnivore,42.5,-71.8,575,UBERON:feces
000006714.1131841,Vegetarian,33.6,-117.8,386,UBERON:feces
000006715.1131688,Vegetarian,33.6,-117.8,329,UBERON:feces
000006716.1131728,Omnivore,42.5,-72.5,519,UBERON:feces
000006717.1131775,Omnivore,42.5,-72.5,461,UBERON:feces
000006726.1053805,Omnivore,43.6,-70.2,576,UBERON:feces
000006728.1131584,Omnivore,37.0,-122.0,303,UBERON:feces
000006729.1131640,Omnivore,37.0,-122.0,453,UBERON:feces
000006732.1130114,Omnivore,34.1,-117.8,257,UBERON:skin
000006733.1131770,Omnivore,34.1,-117.8,454,UBERON:feces
000006734.1257357,Omnivore,38.5,-121.7,153,UBERON:feces
000006735.1261851,Omnivore,38.5,-121.7,253,UBERON:feces
000006737.1131897,Omnivore,41.0,-73.9,353,UBERON:feces
000006740.1131856,Omnivore,40.5,-105.0,69,UBERON:feces
000006740.1283106,Omnivore,40.5,-105.0,69,UBERON:feces
000006741.1131842,Omnivore,40.5,-105.0,549,UBERON:feces
000006742.1053952,Omnivore,30.2,-92.0,802,UBERON:feces
000006743.1053729,Omnivore,30.2,-92.0,854,UBERON:feces
000006752.1131965,Omnivore,39.7,-104.9,695,UBERON:feces
000006756.1053804,Omnivore,39.7,-105.0,396,UBERON:feces
000006757.1053947,Omnivore,39.7,-105.0,692,UBERON:feces
000006760.1130215,Omnivore,47.6,-122.3,271,UBERON:feces
000006761.1130531,Omnivore,47.6,-122.3,609,UBERON:feces
000006762.1131703,Omnivore,30.3,-97.8,2,UBERON:feces
000006762.1210733,Omnivore,30.3,-97.8,148,UBERON:feces
000006763.1130413,Omnivore,30.3,-97.8,165,UBERON:feces
000006766.1131806,Vegetarian but eat seafood,34.2,-118.2,334,UBERON:feces
000006767.1210870,Omnivore,34.2,-118.2,30,UBERON:feces
000006776.1131677,Omnivore,35.9,-78.7,2,UBERON:feces
000006776.1210725,Omnivore,35.9,-78.7,458,UBERON:feces
000006777.1131576,Omnivore,35.9,-78.7,325,UBERON:feces
000006778.1053712,Omnivore,30.2,-97.8,892,UBERON:feces
000006779.1130078,Omnivore,30.2,-97.8,585,UBERON:hair follicle
000006788.1131910,Omnivore,37.7,-122.5,152,UBERON:tongue
000006789.1053878,Omnivore,37.7,-122.5,470,UBERON:feces
000006794.1053711,Omnivore,43.0,-78.7,681,UBERON:feces
000006795.1053877,Omnivore,43.0,-78.7,839,UBERON:feces
000006796.1131656,Omnivore,40.7,-74.0,561,UBERON:feces
000006797.1131697,Vegetarian but eat seafood,40.7,-74.0,365,UBERON:feces
000006800.1131570,Omnivore,37.8,-122.5,614,UBERON:feces
000006801.1131649,Omnivore,37.8,-122.5,199,UBERON:feces
000006802.1131875,Omnivore,47.6,-122.3,505,UBERON:feces
000006803.1131961,Omnivore,47.6,-122.3,499,UBERON:feces
000006804.1131958,Omnivore,39.1,-84.4,538,UBERON:feces
000006805.1130509,Omnivore but no red meat,39.1,-84.4,303,UBERON:feces
000006806.1212944,Omnivore,41.2,-73.2,352,UBERON:feces
000006807.1213039,Omnivore but no red meat,41.2,-73.2,116,UBERON:feces
000006808.1053880,Omnivore,64.8,-147.3,685,UBERON:feces
000006809.1053726,Omnivore,64.8,-147.3,646,UBERON:feces
000006818.1053813,Vegan,35.8,-78.8,284,UBERON:feces
000006819.1053765,Vegan,35.8,-78.8,10,UBERON:feces
000006819.1130292,Vegan,35.8,-78.8,662,UBERON:feces
000006824.1259667,Omnivore,40.6,-74.7,1,UBERON:skin
000006824.fixed35,Omnivore,40.6,-74.7,472,UBERON:skin
000006825.1210809,Omnivore,40.6,-74.7,169,UBERON:tongue
000006826.1213098,Omnivore,40.6,-74.7,385,UBERON:feces
000006837.1130322,Omnivore,42.0,-87.8,239,UBERON:feces
000006838.1130287,Omnivore,42.0,-87.8,170,UBERON:feces
000006839.1130241,Omnivore,32.2,-111.0,179,UBERON:feces
000006841.1130169,Omnivore,32.2,-111.0,551,UBERON:feces
000006848.1131905,Omnivore,18.4,-66.1,143,UBERON:nostril
000006850.1131613,Omnivore,18.4,-66.1,528,UBERON:feces
000006851.1130477,Omnivore,18.4,-66.1,370,UBERON:skin
000006852.1131650,Omnivore,18.4,-66.1,279,UBERON:tongue
000006853.1130522,Omnivore,18.4,-66.1,5,UBERON:hand
000006863.1131589,Omnivore,34.1,-118.4,533,UBERON:feces
000006864.1131891,Omnivore,34.1,-118.4,545,UBERON:feces
000006865.1130107,Vegetarian but eat seafood,34.1,-118.4,427,UBERON:feces
000006879.1130118,Vegan,30.3,-97.8,592,UBERON:feces
000006880.1130532,Vegan,30.3,-97.8,190,UBERON:tongue
000006887.1210859,Omnivore but no red meat,41.1,-74.1,373,UBERON:feces
000006888.1257436,no_data,41.1,-74.1,611,UBERON:feces
000006889.1257134,no_data,41.1,-74.1,361,UBERON:feces
000006893.1053917,Omnivore,43.1,-89.4,523,UBERON:feces
000006894.1053730,Omnivore,43.1,-89.4,617,UBERON:feces
000006895.1053738,Omnivore,43.1,-89.4,502,UBERON:feces
000006899.1257448,Omnivore,43.1,-87.9,767,UBERON:feces
000006900.1257257,Omnivore,43.1,-87.9,270,UBERON:feces
000006901.1257501,Omnivore,43.1,-87.9,1,UBERON:feces
000006901.1261791,Omnivore,43.1,-87.9,674,UBERON:feces
000006909.1130490,Omnivore,44.6,-123.3,564,UBERON:feces
000006910.1130300,Omnivore,44.6,-123.3,727,UBERON:feces
000006911.1130059,Omnivore,44.6,-123.3,471,UBERON:feces
000006912.1131585,Omnivore,44.6,-123.3,636,UBERON:feces
000006913.1210835,Omnivore,40.6,-74.7,167,UBERON:skin
000006914.1259652,Omnivore,40.6,-74.7,503,UBERON:tongue
000006915.1213116,Omnivore,40.6,-74.7,526,UBERON:feces
000006925.1131743,Omnivore,39.8,-105.2,259,UBERON:feces
000006926.1131764,Omnivore,39.8,-105.2,278,UBERON:feces
000006927.1131555,Omnivore,39.8,-105.2,191,UBERON:feces
000006929.1130131,Omnivore but no red meat,32.9,-96.8,447,UBERON:feces
000006930.1130327,Omnivore but no red meat,32.9,-96.8,506,UBERON:feces
000006931.1130310,Omnivore,32.9,-96.8,640,UBERON:feces
000006932.1210629,Omnivore,32.9,-96.8,10,UBERON:feces
000006939.1131941,Omnivore,29.6,-90.7,136,UBERON:tongue
000006940.1130389,Omnivore,29.6,-90.7,101,UBERON:feces
000006941.1210553,Omnivore but no red meat,37.9,-122.1,415,UBERON:feces
000006942.1131824,Omnivore,37.9,-122.1,139,UBERON:feces
000006943.1131820,Omnivore,37.9,-122.1,181,UBERON:feces
000006944.1131932,Omnivore,37.9,-122.1,509,UBERON:feces
000006949.1131776,Omnivore,45.4,-122.7,159,UBERON:feces
000006951.1257312,Vegetarian but eat seafood,45.5,-122.6,416,UBERON:feces
000006952.1130409,Vegetarian,45.4,-122.7,336,UBERON:feces
000006970.1053745,Omnivore,47.6,-122.5,313,UBERON:feces
000006971.1131657,Omnivore,47.6,-122.5,139,UBERON:tongue
000006972.1130166,Omnivore,47.6,-122.5,675,UBERON:hand
000006973.1130264,Omnivore,34.4,-119.6,294,UBERON:feces
000006974.1130096,Omnivore,34.4,-119.6,216,UBERON:tongue
000006975.1130162,Omnivore,34.4,-119.6,265,UBERON:tongue
000006976.1130125,Omnivore,34.4,-119.6,525,UBERON:feces
000006993.1131915,Omnivore,37.3,-121.9,365,UBERON:feces
000007005.1131779,Omnivore,40.0,-105.2,217,UBERON:feces
000007006.1261643,Omnivore,40.0,-105.2,327,UBERON:feces
000007007.fixed753,Omnivore,40.0,-105.2,253,UBERON:feces
000007009.1131546,Omnivore,38.8,-78.1,530,UBERON:feces
000007010.1131595,Omnivore,38.8,-78.1,277,UBERON:tongue
000007011.1130239,Omnivore,38.8,-78.1,356,UBERON:hand
000007012.1130320,Omnivore,38.8,-78.1,122,UBERON:hair follicle
000007021.fixed1030,Omnivore,30.7,-88.1,157,UBERON:tongue
000007022.1262049,Omnivore,30.7,-88.1,298,UBERON:feces
000007023.1261618,Vegetarian but eat seafood,30.7,-88.1,473,UBERON:feces
000007025.1131604,Omnivore,42.2,-87.8,107,UBERON:feces
000007033.1212963,Omnivore,37.3,-120.5,728,UBERON:feces
000007034.fixed77,Omnivore,37.3,-120.5,555,UBERON:skin
000007037.1131746,Omnivore,37.8,-122.4,381,UBERON:feces
000007038.1130203,Omnivore,37.8,-122.4,29,UBERON:hand
000007039.1131853,Omnivore,37.8,-122.4,413,UBERON:feces
000007040.1131968,Omnivore,37.8,-122.4,316,UBERON:tongue
000007041.1130552,Omnivore,40.0,-85.9,1,UBERON:hand
000007043.1131911,Omnivore,40.0,-85.9,97,UBERON:tongue
000007044.1130122,Omnivore,40.0,-85.9,555,UBERON:feces
000007052.1130458,Omnivore,40.7,-74.0,135,UBERON:tongue
000007053.1130145,Omnivore,40.7,-74.0,184,UBERON:feces
000007054.1130151,Omnivore,40.7,-74.0,311,UBERON:feces
000007056.1130302,Omnivore,40.7,-74.0,193,UBERON:feces
000007057.1130394,Omnivore,40.7,-74.0,110,UBERON:feces
000007058.1130119,Omnivore,40.7,-74.0,218,UBERON:feces
000007068.1131773,Omnivore,40.1,-105.3,290,UBERON:feces
